aardvark	a-rdvark	1<<<>2<<	0
abacus	@bxkxs	1<0>0<	0
abalone	@bxloni	2<0>1>0	0
abandon	xb@ndxn	0>1<>0<	0
abate	xbet-	0>1<<	0
abbot	@b-xt	1<>0<	0
abbreviate	xb-riviet-	0<>>1>02<<	0
abdicate	@bdIket-	1<>0>2<<	0
abdication	@bdIkeS-xn	2<>0>1>0<<	0
abduct	@bd^kt	0<>1<<	0
abeam	xbi-m	0>1<<	0
aberration	@bxr-eS-xn	2<0<>1>0<<	0
abide	xbAd-	0>1<<	0
ability	xbIlxti	0>1<0<0	0
abjectly	@bJEktli	1<>0<<>0	0
abjuration	@bJxreS-xn	2<>0>1>0<<	0
ablate	@blet-	0>>1<<	0
ablative	@blxtxv-	1<>0<0<<	0
able	ebL-	1>>0	0
ablution	@bluS-xn	0>>1>0<<	0
abnormality	@bncrm@lxti	2<>0<>1<0<0	0
abnormally	@bncrmxl-i	0<>1<>0<>0	0
abolish	xbalIS-	0>1<0<<	0
abolition	@bxlIS-xn	2<0>1<0<<	0
abolitionist	@bxlIS-xnxst	2<0>1<0>>0<<	0
abominable	xbamxnxbL-	0>1<0>0>>0	0
about	xbW-t	0>1<<	0
above	xb^v-	0>1<<	0
abrade	xbred-	0>>1<<	0
abrasive	xbresIv-	0>>1>0<<	0
abreast	xbrE-st	0>>1<<<	0
abrogate	@brxget-	1<>0>2<<	0
abscess	@bs-Es-	0>>>1<<	0
abscound	@bska-nd	0<>>1<<<	0
absentee	@bsxnti-	2<>0<>1<	0
absinthe	@bsInT--	1<>2<<<<	0
absolute	@bsxlut-	1<>0>2<<	0
absolutely	@bsxlut-li	1<>0>2<>>0	0
absolutism	@bsxlutIzM	1<>0>2<2<0	0
absolve	xbsalv-	0<>1<<<	0
abstemious	@bstimix-s	0<>>1>00<<	0
abundant	xb^ndxnt	0>1<>0<<	0
abuse	xbYz-	0>1<<	0
abut	xb^t	0>1<	0
abuttals	xb^t--Lz	0>1<>0<<	0
abysmal	xbIzm-L	0>1<>0<	0
academe	@kxdim-	1<0>2<<	0
accelerate	IksElxret-	0<>1<0>2<<	0
accentuate	@ksEnCuet-	0<>1<>02<<	0
accept	IksEpt	0<>1<<	0
acceptance	IksEptxns-	0<>1<>0<<<	0
access	@ksxs-	1<>2<<	0
accessible	IksEs-xbL-	0<>1<>0>>0	0
accessory	IksEs-xri	0<>1<>0>0	0
accidence	@ksxdxns-	1<>0<0<<<	0
accident	@ksxdxnt	1<>0<0<<	0
acclaim	xk-le-m	0<>>1<<	0
acclimate	xk-lAmxt-	0<>>1>0<<	0
acclimatize	xk-lAmxtAz-	0<>>1>0>2<<	0
accompaniment	xk-xmpxnimxnt	0<>1<<0>0>0<<	0
accord	xk-crd	0<>1<<	0
accordance	xk-crd-Ns-	0<>1<<0<<<	0
accost	xk-cst	0<>1<<	0
accountant	xk-W-nt-Nt	0<>1<<<0<<	0
accoutre	xk-u-tR-	0<>1<<>0	0
accredit	xk-rEdxt	0<>>1<0<	0
accrue	xk-ru-	0<>>1<	0
acculturation	xk-^lCxreS-xn	0<>2<>0>1>0<<	0
accumulate	xk-YmYlet-	0<>1>0>2<<	0
accuracy	@k-yrxsi	1<>0>0>0	0
accurate	@k-yrxt-	1<>0>0<<	0
accusation	@k-YzeS-xn	2<>0>1>0<<	0
accuse	xk-Yz-	0<>1<<	0
accuser	xk-Yz-R	0<>1>0<	0
accustom	xk-xstxm	0<>1<>0<	0
acerb	xs-Rb	0>1<<	0
acetanilide	@sxt@n-LAd-	2<0>1<0<2<<	0
acetate	@sxtet-	1<0>2<<	0
acetylene	xsEt-Lin-	0>1<0<0<<	0
achromatic	@k-rxm@tIk	2<>>0>1<0<	0
acid	@sxd	1<0<	0
acidosis	@sxdosxs	2<0>1>0<	0
acidulous	xsIJxlx-s	0>1<0>0<<	0
acknowledge	Ik-na-lI-J-	0<>>1<<0<<<	0
acne	@kni	1<>0	0
acorn	ekcrn	1>2<<	0
acquiesce	@k-wiEs--	2<<01<<<<	0
acquisition	@k-wIzIS-xn	2<>0<>1<0<<	0
acreage	ekrI-J-	1<>00<<	0
acridity	@krIdxti	0>>1<0<0	0
acrimonious	@krxmonix-s	2<>0>1>00<<	0
acrimony	@krxmoni	1<>0>2>0	0
acrobat	@krxb@t	1<>0>2<	0
acrobatic	@krxb@tIk	2<>0>1<0<	0
acropolis	xkrapxlxs	0>>1<0>0<	0
act	@kt	1<<	0
actinic	@ktInIk	0<>1<0<	0
action	@kS-xn	1<>0<<	0
activate	@ktxvet-	1<>0>2<<	0
activity	@ktIvxti	0<>1<0<0	0
actuality	@kCY@lxti	2<>01<0<0	0
actually	@kCYxl-i	1<>00<>0	0
actuary	@kCuEri	1<>02<0	0
acumen	xkYmxn	0>1>0<	0
acute	xkYt-	0>1<<	0
ad	@d	1<	0
adage	@dIJ-	1<0<<	0
adamantine	@dxm@ntin-	2<0>1<>2<<	0
adapt	xd@pt	0>1<<	0
adaptation	@d@pteS-xn	2<2<>1>0<<	0
addendum	xd-Endxm	0<>1<>0<	0
adder	@d--R	1<>0<	0
