0	0.183	0.009
1000	0.765	0.521
2000	0.770	0.708
3000	0.801	0.746
4000	0.780	0.774
5000	0.798	0.785
6000	0.794	0.798
7000	0.817	0.807
8000	0.810	0.793
9000	0.788	0.801
10000	0.813	0.827
11000	0.781	0.817
12000	0.808	0.800
13000	0.818	0.828
14000	0.818	0.826
15000	0.812	0.832
16000	0.816	0.837
17000	0.824	0.829
18000	0.821	0.839
19000	0.818	0.839
20000	0.816	0.842
21000	0.822	0.838
22000	0.819	0.829
23000	0.827	0.835
24000	0.825	0.843
25000	0.820	0.843
26000	0.823	0.833
27000	0.814	0.840
28000	0.818	0.849
29000	0.805	0.846
30000	0.820	0.847
31000	0.821	0.849
32000	0.822	0.847
33000	0.810	0.841
34000	0.822	0.846
35000	0.788	0.832
36000	0.826	0.847
37000	0.819	0.843
38000	0.829	0.828
39000	0.814	0.844
40000	0.822	0.843
41000	0.828	0.849
42000	0.818	0.841
43000	0.823	0.844
44000	0.828	0.850
45000	0.827	0.845
46000	0.815	0.849
47000	0.822	0.852
48000	0.828	0.842
49000	0.824	0.852
