0	0.103	0.022
1000	0.618	0.345
2000	0.610	0.375
3000	0.633	0.416
4000	0.598	0.378
5000	0.672	0.314
6000	0.571	0.310
7000	0.617	0.291
8000	0.651	0.206
9000	0.572	0.392
10000	0.660	0.421
11000	0.592	0.332
12000	0.693	0.346
13000	0.660	0.449
14000	0.578	0.422
15000	0.636	0.463
16000	0.578	0.436
17000	0.652	0.467
18000	0.549	0.421
19000	0.639	0.334
20000	0.643	0.472
21000	0.576	0.345
22000	0.527	0.423
23000	0.522	0.315
24000	0.511	0.304
25000	0.668	0.408
26000	0.668	0.436
27000	0.624	0.322
28000	0.661	0.368
29000	0.684	0.366
30000	0.697	0.339
31000	0.654	0.415
32000	0.394	0.244
33000	0.625	0.361
34000	0.656	0.410
35000	0.679	0.313
36000	0.557	0.320
37000	0.629	0.363
38000	0.616	0.262
39000	0.600	0.442
40000	0.687	0.398
41000	0.665	0.409
42000	0.661	0.370
43000	0.654	0.201
44000	0.671	0.420
45000	0.493	0.485
46000	0.615	0.402
47000	0.597	0.301
48000	0.643	0.379
49000	0.573	0.365
