0	0.083	0.002
1000	0.751	0.653
2000	0.766	0.697
3000	0.742	0.703
4000	0.715	0.729
5000	0.772	0.688
6000	0.759	0.739
7000	0.778	0.719
8000	0.765	0.673
9000	0.745	0.736
10000	0.767	0.735
11000	0.755	0.724
12000	0.766	0.714
13000	0.782	0.737
14000	0.760	0.715
15000	0.773	0.681
16000	0.755	0.736
17000	0.790	0.742
18000	0.764	0.734
19000	0.762	0.729
20000	0.760	0.754
21000	0.757	0.709
22000	0.757	0.722
23000	0.777	0.720
24000	0.768	0.689
25000	0.780	0.731
26000	0.762	0.737
27000	0.772	0.743
28000	0.768	0.742
29000	0.754	0.724
30000	0.785	0.738
31000	0.774	0.766
32000	0.717	0.740
33000	0.760	0.735
34000	0.775	0.745
35000	0.736	0.718
36000	0.718	0.716
37000	0.762	0.711
38000	0.762	0.718
39000	0.759	0.738
40000	0.776	0.735
41000	0.779	0.747
42000	0.756	0.742
43000	0.775	0.722
44000	0.786	0.739
45000	0.772	0.746
46000	0.746	0.751
47000	0.772	0.740
48000	0.771	0.733
49000	0.737	0.736
