0	0.110	0.004
1000	0.000	0.006
2000	0.000	0.003
3000	0.163	0.006
4000	0.000	0.041
5000	0.044	0.019
6000	0.044	0.008
7000	0.348	0.041
8000	0.000	0.000
9000	0.044	0.019
10000	0.000	0.149
11000	0.000	0.061
12000	0.138	0.061
13000	0.000	0.060
14000	0.138	0.061
15000	0.348	0.000
16000	0.000	0.001
17000	0.000	0.011
18000	0.163	0.006
19000	0.163	0.029
20000	0.163	0.079
21000	0.163	0.149
22000	0.163	0.008
23000	0.000	0.008
24000	0.163	0.149
25000	0.044	0.061
26000	0.163	0.008
27000	0.044	0.060
28000	0.348	0.019
29000	0.307	0.008
30000	0.138	0.053
31000	0.000	0.149
32000	0.307	0.061
33000	0.163	0.149
34000	0.000	0.019
35000	0.000	0.019
36000	0.000	0.039
37000	0.348	0.000
38000	0.163	0.061
39000	0.044	0.049
40000	0.163	0.011
41000	0.348	0.011
42000	0.000	0.008
43000	0.307	0.003
44000	0.307	0.000
45000	0.348	0.030
46000	0.138	0.149
47000	0.000	0.026
48000	0.000	0.002
49000	0.138	0.149
